section,arch,seed,success,min_goal_dist,final_goal_dist,wall_hits,params
aggregate,unet,all,0.7777777777777778,0.3837811345292721,0.4397162329922948,84.55555555555556,3973510.0
aggregate,eqnet,all,0.27777777777777773,0.8307183254316138,0.9633840272823969,89.91666666666667,1607880.0
per_seed,unet,0,0.5833333333333334,0.6806175287347287,0.7361696275571982,102.16666666666667,3973510.0
per_seed,eqnet,0,0.16666666666666666,0.7449286172826154,0.8513543816904227,116.5,1607880.0
per_seed,unet,1,0.75,0.4355622173946661,0.4895189410696427,89.08333333333333,3973510.0
per_seed,eqnet,1,0.4166666666666667,0.9121194360777736,1.0072710948685806,92.16666666666667,1607880.0
per_seed,unet,2,1.0,0.03516365745842146,0.09346013035004337,62.416666666666664,3973510.0
per_seed,eqnet,2,0.25,0.8351069229344527,1.0315266052881877,61.083333333333336,1607880.0
delta_eqnet_minus_unet,aggregate,all,-0.5,0.44693719090234174,0.5236677942901021,5.361111111111114,
